Group,Set,ID,V,AbsJ,J,I,t,R
4,7,B,3.50E-01,1.67E-05,1.67E-05,6.47E-11,7.90E+01,5.41E+09
4,7,B,4.00E-01,1.84E-05,1.84E-05,7.13E-11,7.96E+01,5.61E+09
4,7,B,4.50E-01,1.79E-05,1.79E-05,6.94E-11,8.05E+01,6.48E+09
4,7,B,5.00E-01,2.09E-05,2.09E-05,8.09E-11,8.11E+01,6.18E+09
4,7,B,5.00E-01,1.84E-05,1.84E-05,7.14E-11,8.20E+01,7.00E+09
4,7,B,4.50E-01,1.91E-05,1.91E-05,7.40E-11,8.26E+01,6.08E+09
4,7,B,4.00E-01,1.70E-05,1.70E-05,6.60E-11,8.35E+01,6.06E+09
4,7,B,3.50E-01,1.65E-05,1.65E-05,6.41E-11,8.40E+01,5.46E+09
4,7,B,3.00E-01,1.56E-05,1.56E-05,6.04E-11,8.45E+01,4.96E+09
4,7,B,2.50E-01,1.40E-05,1.40E-05,5.43E-11,8.51E+01,4.60E+09
4,7,B,2.00E-01,1.24E-05,1.24E-05,4.82E-11,8.56E+01,4.15E+09
4,7,B,1.50E-01,1.10E-05,1.10E-05,4.27E-11,8.61E+01,3.51E+09
4,7,B,1.00E-01,9.47E-06,9.47E-06,3.67E-11,8.66E+01,2.72E+09
4,7,B,5.00E-02,8.08E-06,8.08E-06,3.14E-11,8.72E+01,1.59E+09
4,7,B,0.00E+00,6.68E-06,6.68E-06,2.59E-11,8.77E+01,0.00E+00
4,7,B,-5.00E-02,5.21E-06,5.21E-06,2.02E-11,8.82E+01,-2.48E+09
4,7,B,-1.00E-01,3.90E-06,3.90E-06,1.51E-11,8.87E+01,-6.61E+09
4,7,B,-1.50E-01,2.41E-06,2.41E-06,9.36E-12,8.92E+01,-1.60E+10
4,7,B,-2.00E-01,1.08E-06,1.08E-06,4.21E-12,8.98E+01,-4.76E+10
4,7,B,-2.50E-01,2.56E-07,-2.56E-07,-9.94E-13,9.03E+01,2.51E+11
4,7,B,-3.00E-01,1.71E-06,-1.71E-06,-6.62E-12,9.08E+01,4.53E+10
4,7,B,-3.50E-01,3.06E-06,-3.06E-06,-1.19E-11,9.13E+01,2.95E+10
4,7,B,-4.00E-01,4.48E-06,-4.48E-06,-1.74E-11,9.19E+01,2.30E+10
4,7,B,-4.50E-01,5.76E-06,-5.76E-06,-2.23E-11,9.24E+01,2.01E+10
4,7,B,-5.00E-01,7.16E-06,-7.16E-06,-2.78E-11,9.29E+01,1.80E+10
4,7,B,-5.00E-01,6.92E-06,-6.92E-06,-2.68E-11,9.34E+01,1.86E+10
4,7,B,-4.50E-01,5.00E-06,-5.00E-06,-1.94E-11,9.40E+01,2.32E+10
4,7,B,-4.00E-01,3.34E-06,-3.34E-06,-1.29E-11,9.45E+01,3.09E+10
4,7,B,-3.50E-01,1.76E-06,-1.76E-06,-6.85E-12,9.50E+01,5.11E+10
4,7,B,-3.00E-01,2.68E-07,-2.68E-07,-1.04E-12,9.55E+01,2.88E+11
4,7,B,-2.50E-01,1.21E-06,1.21E-06,4.69E-12,9.61E+01,-5.33E+10
4,7,B,-2.00E-01,2.73E-06,2.73E-06,1.06E-11,9.66E+01,-1.89E+10
4,7,B,-1.50E-01,4.06E-06,4.06E-06,1.57E-11,9.71E+01,-9.54E+09
4,7,B,-1.00E-01,5.52E-06,5.52E-06,2.14E-11,9.76E+01,-4.67E+09
4,7,B,-5.00E-02,6.93E-06,6.93E-06,2.69E-11,9.81E+01,-1.86E+09
4,7,B,0.00E+00,8.29E-06,8.29E-06,3.21E-11,9.87E+01,0.00E+00
4,7,B,0.00E+00,8.10E-06,8.10E-06,3.14E-11,9.92E+01,0.00E+00
4,7,B,5.00E-02,9.51E-06,9.51E-06,3.69E-11,9.97E+01,1.36E+09
4,7,B,1.00E-01,1.10E-05,1.10E-05,4.25E-11,1.00E+02,2.35E+09
4,7,B,1.50E-01,1.23E-05,1.23E-05,4.79E-11,1.01E+02,3.13E+09
4,7,B,2.00E-01,1.37E-05,1.37E-05,5.31E-11,1.01E+02,3.77E+09
4,7,B,2.50E-01,1.51E-05,1.51E-05,5.87E-11,1.02E+02,4.26E+09
4,7,B,3.00E-01,1.61E-05,1.61E-05,6.23E-11,1.02E+02,4.82E+09
4,7,B,3.50E-01,1.68E-05,1.68E-05,6.51E-11,1.03E+02,5.38E+09
4,7,B,4.00E-01,1.79E-05,1.79E-05,6.93E-11,1.03E+02,5.77E+09
4,7,B,4.50E-01,1.76E-05,1.76E-05,6.82E-11,1.04E+02,6.60E+09
4,7,B,5.00E-01,2.03E-05,2.03E-05,7.88E-11,1.05E+02,6.34E+09
4,7,B,5.00E-01,1.81E-05,1.81E-05,7.02E-11,1.06E+02,7.13E+09
4,7,B,4.50E-01,1.83E-05,1.83E-05,7.09E-11,1.06E+02,6.35E+09
4,7,B,4.00E-01,1.67E-05,1.67E-05,6.47E-11,1.07E+02,6.18E+09
4,7,B,3.50E-01,1.62E-05,1.62E-05,6.27E-11,1.08E+02,5.58E+09
4,7,B,3.00E-01,1.50E-05,1.50E-05,5.81E-11,1.08E+02,5.16E+09
4,7,B,2.50E-01,1.34E-05,1.34E-05,5.19E-11,1.09E+02,4.81E+09
4,7,B,2.00E-01,1.18E-05,1.18E-05,4.59E-11,1.09E+02,4.36E+09
4,7,B,1.50E-01,1.05E-05,1.05E-05,4.06E-11,1.10E+02,3.69E+09
4,7,B,1.00E-01,9.00E-06,9.00E-06,3.49E-11,1.11E+02,2.86E+09
4,7,B,5.00E-02,7.61E-06,7.61E-06,2.95E-11,1.11E+02,1.69E+09
4,7,B,0.00E+00,6.25E-06,6.25E-06,2.42E-11,1.12E+02,0.00E+00
4,7,B,-5.00E-02,4.83E-06,4.83E-06,1.87E-11,1.12E+02,-2.67E+09
4,7,B,-1.00E-01,3.56E-06,3.56E-06,1.38E-11,1.13E+02,-7.25E+09
4,7,B,-1.50E-01,2.10E-06,2.10E-06,8.13E-12,1.13E+02,-1.84E+10
4,7,B,-2.00E-01,8.34E-07,8.34E-07,3.24E-12,1.14E+02,-6.18E+10
4,7,B,-2.50E-01,5.55E-07,-5.55E-07,-2.15E-12,1.14E+02,1.16E+11
4,7,B,-3.00E-01,1.95E-06,-1.95E-06,-7.57E-12,1.15E+02,3.96E+10
4,7,B,-3.50E-01,3.20E-06,-3.20E-06,-1.24E-11,1.15E+02,2.82E+10
4,7,B,-4.00E-01,4.64E-06,-4.64E-06,-1.80E-11,1.16E+02,2.22E+10
4,7,B,-4.50E-01,5.88E-06,-5.88E-06,-2.28E-11,1.16E+02,1.97E+10
4,7,B,-5.00E-01,7.28E-06,-7.28E-06,-2.82E-11,1.17E+02,1.77E+10
4,7,B,-5.00E-01,7.00E-06,-7.00E-06,-2.71E-11,1.17E+02,1.84E+10
4,7,B,-4.50E-01,5.12E-06,-5.12E-06,-1.98E-11,1.18E+02,2.27E+10
4,7,B,-4.00E-01,3.46E-06,-3.46E-06,-1.34E-11,1.18E+02,2.98E+10
4,7,B,-3.50E-01,1.90E-06,-1.90E-06,-7.36E-12,1.19E+02,4.76E+10
4,7,B,-3.00E-01,4.54E-07,-4.54E-07,-1.76E-12,1.19E+02,1.71E+11
4,7,B,-2.50E-01,9.98E-07,9.98E-07,3.87E-12,1.20E+02,-6.46E+10
4,7,B,-2.00E-01,2.49E-06,2.49E-06,9.66E-12,1.20E+02,-2.07E+10
4,7,B,-1.50E-01,3.82E-06,3.82E-06,1.48E-11,1.21E+02,-1.01E+10
4,7,B,-1.00E-01,5.29E-06,5.29E-06,2.05E-11,1.21E+02,-4.87E+09
4,7,B,-5.00E-02,6.58E-06,6.58E-06,2.55E-11,1.22E+02,-1.96E+09
4,7,B,0.00E+00,7.97E-06,7.97E-06,3.09E-11,1.23E+02,0.00E+00
4,7,B,0.00E+00,7.75E-06,7.75E-06,3.01E-11,1.23E+02,0.00E+00
4,7,B,5.00E-02,9.16E-06,9.16E-06,3.55E-11,1.24E+02,1.41E+09
4,7,B,1.00E-01,1.06E-05,1.06E-05,4.12E-11,1.24E+02,2.43E+09
4,7,B,1.50E-01,1.19E-05,1.19E-05,4.63E-11,1.25E+02,3.24E+09
4,7,B,2.00E-01,1.33E-05,1.33E-05,5.17E-11,1.25E+02,3.87E+09
4,7,B,2.50E-01,1.46E-05,1.46E-05,5.68E-11,1.26E+02,4.41E+09
4,7,B,3.00E-01,1.57E-05,1.57E-05,6.11E-11,1.26E+02,4.91E+09
4,7,B,3.50E-01,1.65E-05,1.65E-05,6.42E-11,1.27E+02,5.45E+09
4,7,B,4.00E-01,1.72E-05,1.72E-05,6.66E-11,1.27E+02,6.00E+09
4,7,B,4.50E-01,1.78E-05,1.78E-05,6.91E-11,1.28E+02,6.51E+09
4,7,B,5.00E-01,2.00E-05,2.00E-05,7.75E-11,1.28E+02,6.45E+09
4,7,B,5.00E-01,1.79E-05,1.79E-05,6.93E-11,1.29E+02,7.21E+09
4,7,B,4.50E-01,1.78E-05,1.78E-05,6.90E-11,1.30E+02,6.52E+09
4,7,B,4.00E-01,1.65E-05,1.65E-05,6.38E-11,1.31E+02,6.27E+09
4,7,B,3.50E-01,1.59E-05,1.59E-05,6.16E-11,1.31E+02,5.68E+09
4,7,B,3.00E-01,1.45E-05,1.45E-05,5.63E-11,1.32E+02,5.33E+09
4,7,B,2.50E-01,1.30E-05,1.30E-05,5.02E-11,1.32E+02,4.98E+09
4,7,B,2.00E-01,1.14E-05,1.14E-05,4.44E-11,1.33E+02,4.51E+09
4,7,B,1.50E-01,1.01E-05,1.01E-05,3.91E-11,1.33E+02,3.83E+09
4,7,B,1.00E-01,8.65E-06,8.65E-06,3.36E-11,1.34E+02,2.98E+09
4,7,B,5.00E-02,7.30E-06,7.30E-06,2.83E-11,1.34E+02,1.77E+09
4,7,B,0.00E+00,5.94E-06,5.94E-06,2.30E-11,1.35E+02,0.00E+00
4,7,B,-5.00E-02,4.55E-06,4.55E-06,1.77E-11,1.35E+02,-2.83E+09
4,7,B,-1.00E-01,3.30E-06,3.30E-06,1.28E-11,1.36E+02,-7.82E+09
4,7,B,-1.50E-01,1.88E-06,1.88E-06,7.28E-12,1.37E+02,-2.06E+10
4,7,B,-2.00E-01,6.58E-07,6.58E-07,2.55E-12,1.37E+02,-7.83E+10
4,7,B,-2.50E-01,7.48E-07,-7.48E-07,-2.90E-12,1.38E+02,8.62E+10
4,7,B,-3.00E-01,2.07E-06,-2.07E-06,-8.05E-12,1.38E+02,3.73E+10
4,7,B,-3.50E-01,3.32E-06,-3.32E-06,-1.29E-11,1.39E+02,2.72E+10
4,7,B,-4.00E-01,4.74E-06,-4.74E-06,-1.84E-11,1.39E+02,2.18E+10
4,7,B,-4.50E-01,5.95E-06,-5.95E-06,-2.31E-11,1.40E+02,1.95E+10
4,7,B,-5.00E-01,7.34E-06,-7.34E-06,-2.85E-11,1.40E+02,1.76E+10
4,7,B,-5.00E-01,7.04E-06,-7.04E-06,-2.73E-11,1.41E+02,1.83E+10
4,7,B,-4.50E-01,5.20E-06,-5.20E-06,-2.02E-11,1.41E+02,2.23E+10
4,7,B,-4.00E-01,3.55E-06,-3.55E-06,-1.38E-11,1.42E+02,2.91E+10
4,7,B,-3.50E-01,1.96E-06,-1.96E-06,-7.62E-12,1.42E+02,4.60E+10
4,7,B,-3.00E-01,5.63E-07,-5.63E-07,-2.19E-12,1.43E+02,1.37E+11
4,7,B,-2.50E-01,9.08E-07,9.08E-07,3.52E-12,1.43E+02,-7.10E+10
4,7,B,-2.00E-01,2.30E-06,2.30E-06,8.92E-12,1.44E+02,-2.24E+10
4,7,B,-1.50E-01,3.64E-06,3.64E-06,1.41E-11,1.44E+02,-1.06E+10
4,7,B,-1.00E-01,5.09E-06,5.09E-06,1.97E-11,1.45E+02,-5.07E+09
4,7,B,-5.00E-02,6.36E-06,6.36E-06,2.47E-11,1.45E+02,-2.03E+09
4,7,B,0.00E+00,7.79E-06,7.79E-06,3.02E-11,1.46E+02,0.00E+00
4,7,B,0.00E+00,7.49E-06,7.49E-06,2.91E-11,1.46E+02,0.00E+00
4,7,B,5.00E-02,8.89E-06,8.89E-06,3.45E-11,1.47E+02,1.45E+09
4,7,B,1.00E-01,1.03E-05,1.03E-05,4.01E-11,1.48E+02,2.49E+09
4,7,B,1.50E-01,1.16E-05,1.16E-05,4.51E-11,1.48E+02,3.33E+09
4,7,B,2.00E-01,1.30E-05,1.30E-05,5.05E-11,1.49E+02,3.96E+09
4,7,B,2.50E-01,1.42E-05,1.42E-05,5.53E-11,1.49E+02,4.52E+09
4,7,B,3.00E-01,1.56E-05,1.56E-05,6.03E-11,1.50E+02,4.97E+09
4,7,B,3.50E-01,1.55E-05,1.55E-05,6.01E-11,1.51E+02,5.83E+09
4,7,B,4.00E-01,1.65E-05,1.65E-05,6.41E-11,1.51E+02,6.24E+09
4,7,B,4.50E-01,1.77E-05,1.77E-05,6.88E-11,1.52E+02,6.54E+09
4,7,B,5.00E-01,1.77E-05,1.77E-05,6.87E-11,1.53E+02,7.28E+09
4,7,B,5.00E-01,1.89E-05,1.89E-05,7.32E-11,1.54E+02,6.83E+09
4,7,B,4.50E-01,1.69E-05,1.69E-05,6.57E-11,1.54E+02,6.85E+09
4,7,B,4.00E-01,1.65E-05,1.65E-05,6.39E-11,1.55E+02,6.26E+09
4,7,B,3.50E-01,1.55E-05,1.55E-05,6.03E-11,1.56E+02,5.81E+09
4,7,B,3.00E-01,1.40E-05,1.40E-05,5.42E-11,1.56E+02,5.53E+09
4,7,B,2.50E-01,1.25E-05,1.25E-05,4.83E-11,1.57E+02,5.17E+09
4,7,B,2.00E-01,1.11E-05,1.11E-05,4.30E-11,1.57E+02,4.65E+09
4,7,B,1.50E-01,9.66E-06,9.66E-06,3.75E-11,1.58E+02,4.00E+09
4,7,B,1.00E-01,8.32E-06,8.32E-06,3.23E-11,1.58E+02,3.10E+09
4,7,B,5.00E-02,6.97E-06,6.97E-06,2.70E-11,1.59E+02,1.85E+09
4,7,B,0.00E+00,5.60E-06,5.60E-06,2.17E-11,1.59E+02,0.00E+00
4,7,B,-5.00E-02,4.33E-06,4.33E-06,1.68E-11,1.60E+02,-2.98E+09
4,7,B,-1.00E-01,2.94E-06,2.94E-06,1.14E-11,1.60E+02,-8.77E+09
4,7,B,-1.50E-01,1.70E-06,1.70E-06,6.60E-12,1.61E+02,-2.27E+10
4,7,B,-2.00E-01,3.54E-07,3.54E-07,1.37E-12,1.61E+02,-1.46E+11
4,7,B,-2.50E-01,9.74E-07,-9.74E-07,-3.78E-12,1.62E+02,6.62E+10
4,7,B,-3.00E-01,2.18E-06,-2.18E-06,-8.45E-12,1.62E+02,3.55E+10
4,7,B,-3.50E-01,3.59E-06,-3.59E-06,-1.39E-11,1.63E+02,2.51E+10
4,7,B,-4.00E-01,4.78E-06,-4.78E-06,-1.85E-11,1.63E+02,2.16E+10
4,7,B,-4.50E-01,6.16E-06,-6.16E-06,-2.39E-11,1.64E+02,1.88E+10
4,7,B,-5.00E-01,7.44E-06,-7.44E-06,-2.89E-11,1.64E+02,1.73E+10
4,7,B,-5.00E-01,7.13E-06,-7.13E-06,-2.76E-11,1.65E+02,1.81E+10
4,7,B,-4.50E-01,5.31E-06,-5.31E-06,-2.06E-11,1.65E+02,2.18E+10
4,7,B,-4.00E-01,3.65E-06,-3.65E-06,-1.42E-11,1.66E+02,2.82E+10
4,7,B,-3.50E-01,2.16E-06,-2.16E-06,-8.38E-12,1.67E+02,4.18E+10
4,7,B,-3.00E-01,7.04E-07,-7.04E-07,-2.73E-12,1.67E+02,1.10E+11
4,7,B,-2.50E-01,7.81E-07,7.81E-07,3.03E-12,1.68E+02,-8.25E+10
4,7,B,-2.00E-01,2.09E-06,2.09E-06,8.12E-12,1.68E+02,-2.46E+10
4,7,B,-1.50E-01,3.55E-06,3.55E-06,1.38E-11,1.69E+02,-1.09E+10
4,7,B,-1.00E-01,4.85E-06,4.85E-06,1.88E-11,1.69E+02,-5.32E+09
4,7,B,-5.00E-02,6.16E-06,6.16E-06,2.39E-11,1.70E+02,-2.09E+09
4,7,B,0.00E+00,7.56E-06,7.56E-06,2.93E-11,1.70E+02,0.00E+00
4,7,B,0.00E+00,7.21E-06,7.21E-06,2.80E-11,1.71E+02,0.00E+00
4,7,B,5.00E-02,8.67E-06,8.67E-06,3.36E-11,1.71E+02,1.49E+09
4,7,B,1.00E-01,1.00E-05,1.00E-05,3.88E-11,1.72E+02,2.57E+09
4,7,B,1.50E-01,1.14E-05,1.14E-05,4.41E-11,1.72E+02,3.40E+09
4,7,B,2.00E-01,1.27E-05,1.27E-05,4.94E-11,1.73E+02,4.05E+09
4,7,B,2.50E-01,1.39E-05,1.39E-05,5.41E-11,1.73E+02,4.62E+09
4,7,B,3.00E-01,1.53E-05,1.53E-05,5.94E-11,1.74E+02,5.05E+09
4,7,B,3.50E-01,1.48E-05,1.48E-05,5.76E-11,1.74E+02,6.08E+09
4,7,B,4.00E-01,1.64E-05,1.64E-05,6.37E-11,1.75E+02,6.28E+09
4,7,B,4.50E-01,1.74E-05,1.74E-05,6.74E-11,1.76E+02,6.68E+09
4,7,B,5.00E-01,1.76E-05,1.76E-05,6.82E-11,1.77E+02,7.33E+09
4,7,B,5.00E-01,1.86E-05,1.86E-05,7.21E-11,1.77E+02,6.94E+09
4,7,B,4.50E-01,1.68E-05,1.68E-05,6.51E-11,1.78E+02,6.91E+09
4,7,B,4.00E-01,1.63E-05,1.63E-05,6.33E-11,1.79E+02,6.32E+09
4,7,B,3.50E-01,1.53E-05,1.53E-05,5.92E-11,1.79E+02,5.91E+09
4,7,B,3.00E-01,1.37E-05,1.37E-05,5.30E-11,1.80E+02,5.66E+09
4,7,B,2.50E-01,1.22E-05,1.22E-05,4.72E-11,1.80E+02,5.29E+09
4,7,B,2.00E-01,1.08E-05,1.08E-05,4.20E-11,1.81E+02,4.77E+09
4,7,B,1.50E-01,9.41E-06,9.41E-06,3.65E-11,1.81E+02,4.11E+09
4,7,B,1.00E-01,8.07E-06,8.07E-06,3.13E-11,1.82E+02,3.19E+09
4,7,B,5.00E-02,6.72E-06,6.72E-06,2.61E-11,1.83E+02,1.92E+09
4,7,B,0.00E+00,5.38E-06,5.38E-06,2.09E-11,1.83E+02,0.00E+00
4,7,B,-5.00E-02,4.13E-06,4.13E-06,1.60E-11,1.84E+02,-3.12E+09
4,7,B,-1.00E-01,2.76E-06,2.76E-06,1.07E-11,1.84E+02,-9.34E+09
4,7,B,-1.50E-01,1.53E-06,1.53E-06,5.93E-12,1.85E+02,-2.53E+10
4,7,B,-2.00E-01,1.82E-07,1.82E-07,7.07E-13,1.85E+02,-2.83E+11
4,7,B,-2.50E-01,1.13E-06,-1.13E-06,-4.37E-12,1.86E+02,5.72E+10
4,7,B,-3.00E-01,2.31E-06,-2.31E-06,-8.97E-12,1.86E+02,3.34E+10
4,7,B,-3.50E-01,3.71E-06,-3.71E-06,-1.44E-11,1.87E+02,2.43E+10
4,7,B,-4.00E-01,4.88E-06,-4.88E-06,-1.89E-11,1.87E+02,2.11E+10
4,7,B,-4.50E-01,6.27E-06,-6.27E-06,-2.43E-11,1.88E+02,1.85E+10
4,7,B,-5.00E-01,7.47E-06,-7.47E-06,-2.90E-11,1.88E+02,1.73E+10
4,7,B,-5.00E-01,7.23E-06,-7.23E-06,-2.80E-11,1.89E+02,1.78E+10
4,7,B,-4.50E-01,5.38E-06,-5.38E-06,-2.09E-11,1.89E+02,2.15E+10
4,7,B,-4.00E-01,3.75E-06,-3.75E-06,-1.45E-11,1.90E+02,2.75E+10
4,7,B,-3.50E-01,2.26E-06,-2.26E-06,-8.75E-12,1.90E+02,4.00E+10
4,7,B,-3.00E-01,8.12E-07,-8.12E-07,-3.15E-12,1.91E+02,9.53E+10
4,7,B,-2.50E-01,6.67E-07,6.67E-07,2.59E-12,1.91E+02,-9.66E+10
4,7,B,-2.00E-01,1.97E-06,1.97E-06,7.64E-12,1.92E+02,-2.62E+10
4,7,B,-1.50E-01,3.41E-06,3.41E-06,1.32E-11,1.92E+02,-1.14E+10
4,7,B,-1.00E-01,4.67E-06,4.67E-06,1.81E-11,1.93E+02,-5.52E+09
4,7,B,-5.00E-02,6.03E-06,6.03E-06,2.34E-11,1.94E+02,-2.14E+09
4,7,B,0.00E+00,7.39E-06,7.39E-06,2.87E-11,1.94E+02,0.00E+00
4,7,B,0.00E+00,7.03E-06,7.03E-06,2.73E-11,1.95E+02,0.00E+00
4,7,B,5.00E-02,8.51E-06,8.51E-06,3.30E-11,1.95E+02,1.52E+09
4,7,B,1.00E-01,9.82E-06,9.82E-06,3.81E-11,1.96E+02,2.63E+09
4,7,B,1.50E-01,1.12E-05,1.12E-05,4.35E-11,1.96E+02,3.45E+09
4,7,B,2.00E-01,1.25E-05,1.25E-05,4.85E-11,1.97E+02,4.13E+09
4,7,B,2.50E-01,1.37E-05,1.37E-05,5.31E-11,1.97E+02,4.71E+09
4,7,B,3.00E-01,1.51E-05,1.51E-05,5.85E-11,1.98E+02,5.13E+09
4,7,B,3.50E-01,1.60E-05,1.60E-05,6.20E-11,1.98E+02,5.65E+09
4,7,B,4.00E-01,1.67E-05,1.67E-05,6.48E-11,1.99E+02,6.17E+09
4,7,B,4.50E-01,1.75E-05,1.75E-05,6.80E-11,1.99E+02,6.61E+09
4,7,B,5.00E-01,1.75E-05,1.75E-05,6.78E-11,2.00E+02,7.38E+09
4,7,B,5.00E-01,1.83E-05,1.83E-05,7.10E-11,2.01E+02,7.04E+09
4,7,B,4.50E-01,1.67E-05,1.67E-05,6.47E-11,2.02E+02,6.96E+09
4,7,B,4.00E-01,1.61E-05,1.61E-05,6.26E-11,2.02E+02,6.39E+09
4,7,B,3.50E-01,1.50E-05,1.50E-05,5.82E-11,2.03E+02,6.02E+09
4,7,B,3.00E-01,1.34E-05,1.34E-05,5.20E-11,2.03E+02,5.77E+09
4,7,B,2.50E-01,1.19E-05,1.19E-05,4.63E-11,2.04E+02,5.40E+09
4,7,B,2.00E-01,1.06E-05,1.06E-05,4.11E-11,2.04E+02,4.87E+09
4,7,B,1.50E-01,9.20E-06,9.20E-06,3.57E-11,2.05E+02,4.21E+09
4,7,B,1.00E-01,7.89E-06,7.89E-06,3.06E-11,2.05E+02,3.27E+09
4,7,B,5.00E-02,6.55E-06,6.55E-06,2.54E-11,2.06E+02,1.97E+09
4,7,B,0.00E+00,5.22E-06,5.22E-06,2.02E-11,2.06E+02,0.00E+00
4,7,B,-5.00E-02,3.95E-06,3.95E-06,1.53E-11,2.07E+02,-3.27E+09
4,7,B,-1.00E-01,2.61E-06,2.61E-06,1.01E-11,2.08E+02,-9.88E+09
4,7,B,-1.50E-01,1.41E-06,1.41E-06,5.48E-12,2.08E+02,-2.74E+10
4,7,B,-2.00E-01,4.06E-08,4.06E-08,1.57E-13,2.09E+02,-1.27E+12
4,7,B,-2.50E-01,8.26E-07,-8.26E-07,-3.20E-12,2.09E+02,7.80E+10
4,7,B,-3.00E-01,2.50E-06,-2.50E-06,-9.69E-12,2.10E+02,3.10E+10
4,7,B,-3.50E-01,3.87E-06,-3.87E-06,-1.50E-11,2.10E+02,2.33E+10
4,7,B,-4.00E-01,4.99E-06,-4.99E-06,-1.94E-11,2.11E+02,2.07E+10
4,7,B,-4.50E-01,6.34E-06,-6.34E-06,-2.46E-11,2.11E+02,1.83E+10
4,7,B,-5.00E-01,7.50E-06,-7.50E-06,-2.91E-11,2.12E+02,1.72E+10
4,7,B,-5.00E-01,7.25E-06,-7.25E-06,-2.81E-11,2.12E+02,1.78E+10
4,7,B,-4.50E-01,5.40E-06,-5.40E-06,-2.09E-11,2.13E+02,2.15E+10
4,7,B,-4.00E-01,3.85E-06,-3.85E-06,-1.49E-11,2.13E+02,2.68E+10
4,7,B,-3.50E-01,2.33E-06,-2.33E-06,-9.03E-12,2.14E+02,3.87E+10
4,7,B,-3.00E-01,8.21E-07,-8.21E-07,-3.18E-12,2.14E+02,9.42E+10
4,7,B,-2.50E-01,5.06E-07,5.06E-07,1.96E-12,2.15E+02,-1.27E+11
4,7,B,-2.00E-01,1.95E-06,1.95E-06,7.58E-12,2.15E+02,-2.64E+10
4,7,B,-1.50E-01,3.26E-06,3.26E-06,1.27E-11,2.16E+02,-1.19E+10
4,7,B,-1.00E-01,4.60E-06,4.60E-06,1.78E-11,2.16E+02,-5.61E+09
4,7,B,-5.00E-02,5.95E-06,5.95E-06,2.31E-11,2.17E+02,-2.17E+09
4,7,B,0.00E+00,7.17E-06,7.17E-06,2.78E-11,2.17E+02,0.00E+00
4,7,B,0.00E+00,6.97E-06,6.97E-06,2.70E-11,2.18E+02,0.00E+00
4,7,B,5.00E-02,8.33E-06,8.33E-06,3.23E-11,2.19E+02,1.55E+09
4,7,B,1.00E-01,9.74E-06,9.74E-06,3.78E-11,2.19E+02,2.65E+09
4,7,B,1.50E-01,1.10E-05,1.10E-05,4.26E-11,2.20E+02,3.52E+09
4,7,B,2.00E-01,1.23E-05,1.23E-05,4.77E-11,2.20E+02,4.20E+09
4,7,B,2.50E-01,1.36E-05,1.36E-05,5.29E-11,2.21E+02,4.73E+09
4,7,B,3.00E-01,1.48E-05,1.48E-05,5.74E-11,2.21E+02,5.23E+09
4,7,B,3.50E-01,1.59E-05,1.59E-05,6.18E-11,2.22E+02,5.67E+09
4,7,B,4.00E-01,1.59E-05,1.59E-05,6.15E-11,2.22E+02,6.50E+09
4,7,B,4.50E-01,1.69E-05,1.69E-05,6.54E-11,2.23E+02,6.88E+09
4,7,B,5.00E-01,1.78E-05,1.78E-05,6.91E-11,2.24E+02,7.24E+09
4,7,B,5.00E-01,1.78E-05,1.78E-05,6.89E-11,2.24E+02,7.26E+09
4,7,B,4.50E-01,1.66E-05,1.66E-05,6.42E-11,2.25E+02,7.01E+09
4,7,B,4.00E-01,1.58E-05,1.58E-05,6.13E-11,2.26E+02,6.53E+09
4,7,B,3.50E-01,1.48E-05,1.48E-05,5.75E-11,2.26E+02,6.09E+09
4,7,B,3.00E-01,1.33E-05,1.33E-05,5.16E-11,2.27E+02,5.82E+09
4,7,B,2.50E-01,1.18E-05,1.18E-05,4.59E-11,2.27E+02,5.45E+09
4,7,B,2.00E-01,1.04E-05,1.04E-05,4.03E-11,2.28E+02,4.96E+09
4,7,B,1.50E-01,9.07E-06,9.07E-06,3.52E-11,2.28E+02,4.26E+09
4,7,B,1.00E-01,7.72E-06,7.72E-06,2.99E-11,2.29E+02,3.34E+09
4,7,B,5.00E-02,6.40E-06,6.40E-06,2.48E-11,2.29E+02,2.01E+09
4,7,B,0.00E+00,5.11E-06,5.11E-06,1.98E-11,2.30E+02,0.00E+00
4,7,B,-5.00E-02,3.78E-06,3.78E-06,1.47E-11,2.30E+02,-3.41E+09
4,7,B,-1.00E-01,2.55E-06,2.55E-06,9.91E-12,2.31E+02,-1.01E+10
4,7,B,-1.50E-01,1.21E-06,1.21E-06,4.69E-12,2.31E+02,-3.20E+10
4,7,B,-2.00E-01,3.45E-08,3.45E-08,1.34E-13,2.32E+02,-1.50E+12
4,7,B,-2.50E-01,1.32E-06,-1.32E-06,-5.14E-12,2.32E+02,4.87E+10
4,7,B,-3.00E-01,2.59E-06,-2.59E-06,-1.00E-11,2.33E+02,2.99E+10
4,7,B,-3.50E-01,3.78E-06,-3.78E-06,-1.47E-11,2.34E+02,2.39E+10
4,7,B,-4.00E-01,5.13E-06,-5.13E-06,-1.99E-11,2.34E+02,2.01E+10
4,7,B,-4.50E-01,6.28E-06,-6.28E-06,-2.44E-11,2.35E+02,1.85E+10
4,7,B,-5.00E-01,7.65E-06,-7.65E-06,-2.97E-11,2.35E+02,1.69E+10
4,7,B,-5.00E-01,7.31E-06,-7.31E-06,-2.83E-11,2.36E+02,1.76E+10
