voltage_YSR_1_31B	absJ_YSR_1_31B	J_YSR_1_31B	current_YSR_1_31B	time_YSR_1_31B
4.000000E-1	1.631507E-5	1.631507E-5	6.327817E-11	1.788564E+2
3.500000E-1	1.526810E-5	1.526810E-5	5.921746E-11	1.793799E+2
3.000000E-1	1.365463E-5	1.365463E-5	5.295960E-11	1.799033E+2
2.500000E-1	1.217876E-5	1.217876E-5	4.723542E-11	1.804268E+2
2.000000E-1	1.082026E-5	1.082026E-5	4.196646E-11	1.809502E+2
1.500000E-1	9.409416E-6	9.409416E-6	3.649451E-11	1.814736E+2
1.000000E-1	8.073419E-6	8.073419E-6	3.131283E-11	1.819971E+2
5.000000E-2	6.723903E-6	6.723903E-6	2.607872E-11	1.825205E+2
0.000000E+0	5.384922E-6	5.384922E-6	2.088547E-11	1.830439E+2
-5.000000E-2	4.127245E-6	4.127245E-6	1.600756E-11	1.835674E+2
-1.000000E-1	2.760290E-6	2.760290E-6	1.070581E-11	1.840908E+2
-1.500000E-1	1.527684E-6	1.527684E-6	5.925135E-12	1.846143E+2
-2.000000E-1	1.822088E-7	1.822088E-7	7.066986E-13	1.851377E+2
-2.500000E-1	1.127263E-6	-1.127263E-6	-4.372100E-12	1.856611E+2
-3.000000E-1	2.313214E-6	-2.313214E-6	-8.971823E-12	1.861846E+2
-3.500000E-1	3.711789E-6	-3.711789E-6	-1.439621E-11	1.867080E+2
-4.000000E-1	4.880893E-6	-4.880893E-6	-1.893059E-11	1.872314E+2
-4.500000E-1	6.268937E-6	-6.268937E-6	-2.431413E-11	1.877549E+2
-5.000000E-1	7.467784E-6	-7.467784E-6	-2.896387E-11	1.882783E+2
